participant,stitch_type,sequence_id,duration,yaw_range,pitch_range,roll_range,max_yaw_speed,max_pitch_speed,max_roll_speed,avg_yaw_speed,avg_pitch_speed,avg_roll_speed,yaw_direction_changes,pitch_direction_changes,roll_direction_changes,yaw_complexity,pitch_complexity,roll_complexity
P5_,ch,0,722.6890756302521,681.7,129.39,133.24,68.38999999999999,24.659999999999997,16.845,12.896802325581396,4.487674418604653,5.6743023255813965,4,3,6,2,2,2
P5_,ch,1,714.2857142857143,571.9,188.59,92.16,44.125,48.98,42.79,13.50011764705882,6.6424705882352955,5.220294117647061,3,9,8,3,3,1
P5_,ch,2,731.09243697479,614.8100000000001,155.64000000000001,128.17,49.985,47.49,68.18,14.333275862068957,5.787068965517243,6.6227586206896545,2,5,3,3,3,0
P5_,ch,3,647.0588235294118,361.21000000000004,93.57000000000001,133.73000000000002,47.855000000000004,21.665,32.22500000000001,13.406818181818185,4.972012987012986,6.421493506493509,2,7,1,3,1,3
P5_,ch,4,747.8991596638656,726.86,81.85000000000001,148.07999999999998,72.05000000000001,16.24,24.2,14.3020786516854,3.3858426966292137,6.0655056179775295,4,10,4,0,1,3
P5_,ch,5,857.1428571428572,510.79999999999995,70.13,127.2,51.08500000000001,15.015,29.79,10.799068627450977,3.2696078431372544,5.751666666666666,5,9,6,4,2,4
P5_,ch,6,756.3025210084033,344.42,97.72,92.35,42.24,14.129999999999999,19.47,11.210333333333333,3.8841111111111104,6.127666666666668,3,4,8,2,1,2
P5_,ch,7,1428.5714285714287,638.06,121.52000000000001,197.98999999999998,70.43500000000002,39.980000000000004,66.51999999999998,13.032147058823536,4.633176470588237,7.404117647058824,3,3,10,5,2,3
P5_,ch,8,512.6050420168067,285.28000000000003,57.31,110.28999999999999,27.799999999999997,16.935,21.27,9.626639344262294,2.990737704918033,5.862786885245901,4,7,5,1,2,2
P5_,ch,9,1840.3361344537816,655.76,143.43,164.86,88.135,27.615000000000002,31.184999999999995,14.186278538812788,4.94068493150685,6.8215981735159765,7,3,1,8,7,9
