participant,stitch_type,sequence_id,duration,yaw_range,pitch_range,roll_range,max_yaw_speed,max_pitch_speed,max_roll_speed,avg_yaw_speed,avg_pitch_speed,avg_roll_speed,yaw_direction_changes,pitch_direction_changes,roll_direction_changes,yaw_complexity,pitch_complexity,roll_complexity
P4_,ch,0,588.2352941176471,482.12,130.25,41.93,54.17000000000001,23.87,9.335,17.006928571428578,5.237357142857144,3.120142857142858,5,3,4,0,0,2
P4_,ch,1,537.8151260504202,368.03999999999996,97.17,28.63,40.31,12.330000000000002,7.51,13.39734375,4.7799218749999985,2.3336718750000003,3,3,1,3,1,2
P4_,ch,2,663.8655462184875,334.78,101.67999999999999,49.62,41.84,17.975,6.924999999999999,13.905443037974688,4.145569620253165,2.7093037974683556,4,4,8,0,1,2
P4_,ch,3,697.4789915966387,447.08,122.68,56.21,53.03999999999999,17.21,8.85,13.850602409638556,4.3108433734939755,2.8383734939759044,5,4,6,4,2,3
P4_,ch,4,462.18487394957987,297.85,115.6,54.199999999999996,30.485000000000014,13.275,13.459999999999999,12.132363636363632,4.398999999999999,3.9804545454545455,1,7,9,2,0,0
P4_,ch,5,1050.420168067227,705.9300000000001,223.82,104.37,88.58999999999999,23.985,22.155,23.64948,6.07784,3.9167600000000027,5,8,4,6,4,5
P4_,ch,6,605.0420168067227,383.29999999999995,104.31000000000002,30.64,42.815,16.169999999999998,9.4,12.731458333333327,3.8206944444444457,2.938333333333335,3,5,3,1,3,1
P4_,ch,7,571.4285714285714,509.09000000000003,148.49,57.620000000000005,48.74000000000001,20.845000000000002,7.51,16.453235294117647,5.474485294117647,2.579632352941176,4,9,7,3,2,0
P4_,ch,8,621.8487394957983,341.66999999999996,141.06,58.83,47.23999999999999,11.810000000000002,6.715,10.751959459459457,4.556283783783785,2.6489189189189197,4,3,7,2,1,0
P4_,ch,9,428.5714285714286,290.9,107.91,65.85,28.134999999999998,18.345,11.38,11.275098039215687,5.477156862745097,4.204901960784314,2,3,9,0,2,0
P4_,ch,10,613.4453781512606,453.98,161.26,60.06,36.13,21.455000000000005,11.26,15.161369863013698,5.239109589041095,2.6750684931506865,4,5,5,2,1,2
P4_,ch,11,680.6722689075631,487.73,182.32,41.81,42.205,32.775,9.735000000000001,16.907901234567895,6.035308641975312,3.1529012345679015,5,3,2,3,2,4
P4_,ch,12,529.4117647058823,305.73,109.37,71.35,55.695,13.975000000000001,12.27,13.73166666666667,4.898253968253969,3.4863492063492068,1,1,6,2,3,3
P4_,ch,13,453.78151260504205,328.25,87.83,33.69,50.75,12.055,9.735,14.45527777777778,3.589722222222223,3.0824074074074073,3,5,5,2,1,3
