participant,stitch_type,sequence_id,duration,yaw_range,pitch_range,roll_range,max_yaw_speed,max_pitch_speed,max_roll_speed,avg_yaw_speed,avg_pitch_speed,avg_roll_speed,yaw_direction_changes,pitch_direction_changes,roll_direction_changes,yaw_complexity,pitch_complexity,roll_complexity
P3_,ch,0,1226.8907563025211,682.37,183.53,145.82,48.30499999999999,19.255,12.635000000000002,12.65417808219179,4.725034246575341,3.559623287671234,10,7,11,3,4,4
P3_,ch,1,1361.3445378151262,564.88,179.14,104.68,46.815,21.240000000000002,9.645000000000001,12.560339506172836,4.687808641975309,2.991574074074075,10,10,7,2,3,4
P3_,ch,2,1033.6134453781513,538.27,171.63,132.5,50.57,18.28,11.445000000000002,13.01508130081301,4.948943089430892,3.663252032520326,5,5,6,3,2,3
P3_,ch,3,1084.0336134453783,643.31,208.56,107.72999999999999,89.445,30.395000000000003,17.27,14.080387596899222,5.432093023255815,3.8786046511627896,6,8,8,4,3,5
P3_,ch,4,1260.5042016806724,606.14,218.68,132.45,39.39999999999999,33.205000000000005,12.76,12.402899999999997,5.1457333333333315,3.3910333333333327,6,6,7,1,4,4
P3_,ch,5,1268.90756302521,597.29,193.36,118.77,57.525,24.995,12.725000000000003,12.430960264900659,4.723178807947018,3.1171192052980135,11,12,10,4,4,5
P3_,ch,6,1067.2268907563025,573.73,225.51999999999998,105.65,56.334999999999994,33.355,10.985,13.52236220472441,5.179881889763782,3.220236220472442,5,4,9,5,2,4
P3_,ch,7,949.5798319327731,586.73,215.39,127.86000000000001,48.4,24.26,18.065,14.346946902654864,5.962610619469025,3.5502212389380547,6,4,6,3,3,4
P3_,ch,8,991.5966386554622,494.87,177.36,96.44,58.44,20.75,12.479999999999997,13.187033898305089,5.280084745762711,3.1719915254237274,5,3,6,2,1,4
P3_,ch,9,1252.1008403361345,568.97,150.57999999999998,115.16999999999999,30.824999999999996,12.814999999999998,9.310000000000002,9.421946308724841,3.303322147651007,2.8326510067114103,6,8,7,5,6,8
P3_,ch,10,798.3193277310925,488.77,150.15,89.11,76.875,24.715,22.035,12.356736842105256,4.190210526315788,2.7395263157894743,2,5,4,2,3,4
P3_,ch,11,1260.5042016806724,469.91,139.35,164.74,65.155,19.564999999999998,16.42,9.77813333333333,4.432666666666666,3.538766666666668,9,8,4,4,2,8
P3_,ch,12,1268.90756302521,510.93000000000006,247.8,106.69,46.754999999999995,31.615000000000002,9.580000000000002,10.856655629139075,5.3428476821192055,2.8723178807947014,5,8,6,5,2,2
P3_,ch,13,907.5630252100841,470.46000000000004,157.28,130.19,31.92,17.485,10.440000000000012,10.706296296296294,4.2017129629629615,3.5071296296296284,4,6,6,1,2,3
P3_,ch,14,873.9495798319329,530.88,170.84,135.62,43.97999999999999,12.79,13.580000000000002,13.293749999999998,4.411682692307691,3.783365384615384,3,3,3,4,1,3
P3_,ch,15,1588.235294117647,459.84000000000003,171.75,128.79,36.864999999999995,22.215,13.030000000000001,8.386455026455023,4.613994708994706,3.0771164021164017,7,9,13,8,9,8
P3_,ch,16,1092.4369747899161,518.8,154.66,129.26999999999998,41.535,20.845000000000002,12.3,11.924000000000001,3.824346153846154,3.3536923076923073,8,6,7,3,3,4
P3_,ch,17,1235.2941176470588,684.87,158.14,167.97,72.66,24.17,31.034999999999997,14.141632653061222,4.2970408163265335,3.8777891156462574,7,9,8,3,7,2
P3_,ch,18,1109.2436974789916,666.26,211.06,148.19,76.50999999999998,27.985,17.03,14.15515151515151,5.85242424242424,4.132386363636365,8,8,3,3,3,5
P3_,ch,19,1184.873949579832,504.51,163.32999999999998,125.60999999999999,48.275000000000006,15.350000000000001,21.945000000000004,12.308404255319148,4.49595744680851,3.69627659574468,3,3,2,4,4,4
P3_,sc,20,2596.638655462185,545.66,253.42000000000002,149.41000000000003,48.49500000000002,22.584999999999997,19.129999999999995,11.343009708737867,5.528462783171522,3.587621359223298,9,9,17,11,9,12
P3_,sc,21,3806.7226890756306,682.13,224.12,183.11,77.725,38.085,35.43,9.12578366445916,5.377715231788081,4.103719646799116,16,24,27,10,15,12
P3_,sc,22,3033.6134453781515,612.0,246.70999999999998,189.82,79.99,31.465000000000003,29.57,12.838240997229915,5.021329639889194,4.204515235457063,9,7,18,11,11,9
P3_,sc,23,3294.117647058824,503.66999999999996,219.29999999999998,160.53,41.565,29.050000000000004,23.775,10.305306122448972,5.0437244897959195,3.363826530612245,6,7,12,11,8,6
P3_,sc,24,2823.529411764706,621.4,289.68,168.64,48.309999999999995,21.634999999999998,14.315000000000001,12.155074404761903,6.76511904761905,3.5871279761904793,9,16,12,7,5,9
P3_,sc,25,3394.9579831932774,633.0,253.36,164.67,102.08499999999998,24.505000000000003,16.814999999999998,11.72175742574257,4.95530940594059,3.458254950495049,7,8,18,10,8,11
P3_,sc,26,3084.0336134453783,492.73,234.74,168.03,47.09,25.115000000000002,19.47,11.475326975476838,6.104114441416899,4.147166212534061,16,18,13,12,11,10
P3_,sc,27,3084.0336134453783,500.91999999999996,256.95,205.99,80.35499999999999,30.0,17.759999999999998,12.22587193460491,6.197792915531333,4.328283378746591,15,14,18,6,9,14
P3_,sc,28,2403.361344537815,542.54,244.69,163.51,43.42500000000001,35.86,17.639999999999997,11.919597902097907,6.932045454545451,4.359650349650351,6,14,11,9,4,7
P3_,sc,29,2865.546218487395,604.61,206.66999999999996,189.52,38.05500000000001,25.574999999999996,30.029999999999994,11.025014662756599,5.258255131964805,4.036348973607034,5,9,24,8,11,7
P3_,sc,30,3436.9747899159665,531.98,253.05,129.15,63.47500000000001,25.395000000000007,27.494999999999997,10.174804400977996,5.35646699266504,3.6899022004890005,10,18,18,7,12,12
P3_,sc,31,3352.9411764705883,586.9200000000001,239.32,132.92999999999998,57.62,23.805,12.665,10.554536340852131,5.783734335839599,3.0856892230576456,17,13,21,11,10,9
P3_,sc,32,2756.3025210084033,517.09,243.23000000000002,150.94,58.41,30.240000000000002,16.479999999999997,11.543429878048796,5.98846036585366,3.6071798780487803,8,14,14,7,10,10
P3_,sc,33,2453.7815126050423,588.8,207.82999999999998,162.91,47.484999999999985,21.515,18.28,12.428373287671226,5.495273972602738,3.2619178082191786,5,7,14,7,9,7
P3_,sc,34,3294.117647058824,515.14,241.51999999999998,140.68,39.644999999999996,32.53,13.49,10.204859693877557,4.52514030612245,3.3231505102040773,8,13,20,9,11,5
P3_,sc,35,2815.126050420168,594.5999999999999,220.27000000000004,183.22,57.83,28.565000000000005,23.375,12.739791044776128,4.478820895522387,4.437313432835819,12,16,21,14,9,9
P3_,sc,36,2815.126050420168,723.45,253.73000000000002,132.14,80.44500000000001,27.864999999999995,25.36,12.64817910447761,5.534925373134327,3.389283582089552,8,14,14,11,10,10
