participant,stitch_type,sequence_id,duration,yaw_range,pitch_range,roll_range,max_yaw_speed,max_pitch_speed,max_roll_speed,avg_yaw_speed,avg_pitch_speed,avg_roll_speed,yaw_direction_changes,pitch_direction_changes,roll_direction_changes,yaw_complexity,pitch_complexity,roll_complexity
P2_,ch,0,1016.8067226890756,672.36,225.51999999999998,151.43,65.675,23.679999999999986,15.625,15.701487603305786,6.487396694214872,4.34285123966942,5,4,4,4,2,5
P2_,ch,1,1075.6302521008404,566.04,158.87,113.1,52.42500000000001,22.795,18.4,12.332031250000005,6.887148437500001,3.765117187500001,4,8,7,2,2,3
P2_,ch,2,1008.4033613445379,706.42,246.10000000000002,191.59,74.92000000000002,24.685000000000002,21.055,17.106666666666666,7.718708333333334,7.059208333333331,4,6,7,4,4,3
P2_,ch,3,915.9663865546219,845.6999999999999,319.70000000000005,194.7,75.41,33.6,40.1,19.948394495412852,9.669633027522938,7.40903669724771,4,4,4,4,2,2
P2_,ch,4,1218.4873949579833,673.47,244.2,124.45,76.53999999999999,30.334999999999994,22.675,16.114344827586212,7.980448275862074,5.163103448275858,6,8,4,7,3,5
P2_,ch,5,899.1596638655462,517.39,258.49,180.29,50.565,34.574999999999996,21.424999999999997,14.607616822429904,9.149626168224302,6.2300467289719625,6,8,6,1,2,4
P2_,ch,6,1042.0168067226891,792.48,301.33,143.68,83.525,28.29,19.809999999999995,17.8508870967742,7.444798387096774,5.57056451612903,4,5,3,5,3,3
P2_,ch,7,1117.6470588235295,666.87,279.6,218.75,50.93,32.19499999999999,21.79,18.39206766917294,8.556052631578947,6.279586466165413,5,4,7,3,5,4
P2_,ch,8,840.3361344537816,697.26,280.88,136.11,47.76,35.675,15.320000000000004,18.172350000000005,9.126,5.3549,3,3,4,5,4,5
P2_,ch,9,1008.4033613445379,695.37,252.57,176.08999999999997,59.56999999999999,31.68,18.740000000000002,16.931458333333335,8.068250000000003,5.522,6,6,5,5,2,4
P2_,ch,10,1025.2100840336134,656.8599999999999,263.8,152.4,86.69999999999999,28.72,27.040000000000003,15.302500000000006,7.324467213114759,5.093852459016397,6,3,5,2,2,2
P2_,ch,11,1008.4033613445379,666.02,239.01999999999998,144.35,69.245,28.475,20.724999999999994,15.295583333333331,7.622166666666667,6.096083333333331,4,4,4,1,1,1
P2_,ch,12,873.9495798319329,674.38,243.70999999999998,135.87,42.56999999999999,21.514999999999993,16.08,14.508173076923073,7.147403846153846,4.56125,3,3,4,2,3,0
P2_,ch,13,873.9495798319329,628.11,251.22,130.5,56.55,28.074999999999996,22.765000000000004,15.679663461538455,7.115576923076924,4.526682692307693,3,3,11,1,3,3
P2_,ch,14,1605.0420168067228,460.08,318.65999999999997,150.14,78.49000000000001,28.444999999999997,43.18,13.254188481675389,6.716439790575913,5.8241884816753915,8,7,14,5,4,5
P2_,ch,15,899.1596638655462,648.5,196.47,135.44,74.245,31.83,17.639999999999993,14.840841121495327,6.026168224299063,4.88163551401869,3,7,4,4,4,4
P2_,ch,16,1151.2605042016808,753.72,249.75000000000003,165.4,84.16999999999999,29.60000000000001,16.69,16.12967153284671,6.696277372262773,4.976058394160582,6,5,6,2,3,5
P2_,ch,17,924.3697478991597,645.9300000000001,234.38,141.73000000000002,67.59500000000001,27.555,21.025,15.258772727272731,7.368227272727275,5.5278636363636355,4,4,9,2,4,4
P2_,ch,18,1142.857142857143,595.22,255.98,143.13,50.63000000000001,22.92,14.195,13.695,7.050735294117648,4.696617647058825,4,5,4,8,2,1
P2_,ch,19,1000.0,659.42,213.87,144.23000000000002,61.49000000000001,21.3,20.785,16.783781512605046,6.145042016806721,5.408655462184871,4,5,7,3,2,5
P2_,sc,20,2378.1512605042017,691.96,311.64,217.04000000000002,80.6,39.885,22.275000000000002,11.43150176678445,6.897314487632511,4.722067137809183,8,9,6,8,6,9
P2_,sc,21,2546.218487394958,697.3899999999999,297.0,239.81,46.170000000000016,25.634999999999998,35.86,11.86123762376238,5.957359735973596,5.147326732673271,14,12,16,6,9,12
P2_,sc,22,2478.9915966386557,480.1,246.34,240.65999999999997,48.585,37.965,25.910000000000004,8.964135593220337,5.602152542372879,4.351983050847458,12,15,8,6,9,11
P2_,sc,23,2403.361344537815,570.32,255.68,169.92,63.629999999999995,32.44,18.765,11.640157342657346,5.943024475524474,4.052377622377622,6,11,7,6,5,8
P2_,sc,24,6554.621848739496,956.12,349.78999999999996,218.07999999999998,127.92500000000004,39.489999999999995,25.509999999999998,10.257358974358976,5.123602564102562,3.8193269230769196,38,26,38,21,20,19
P2_,sc,25,2495.7983193277314,521.73,250.55,212.09,39.0,33.690000000000005,29.784999999999997,10.723973063973062,7.074797979797982,5.144326599326594,14,14,13,10,11,5
P2_,sc,26,1957.983193277311,586.49,278.08,239.87,49.71500000000002,33.690000000000005,37.324999999999996,12.798648068669523,7.387768240343346,5.915944206008586,14,14,10,4,6,8
P2_,sc,27,2033.6134453781513,474.17999999999995,236.88,194.77,41.870000000000005,21.944999999999993,25.485,10.221508264462807,5.929359504132227,4.83948347107438,12,12,10,6,6,4
P2_,sc,28,2411.764705882353,628.24,307.86,210.2,70.28000000000002,35.035,43.915,10.90700348432056,6.521202090592332,4.821567944250872,12,6,13,10,5,8
P2_,sc,29,1949.5798319327732,587.71,233.52,224.54000000000002,37.295,27.194999999999997,20.875,9.648512931034478,5.741163793103451,4.31653017241379,12,9,10,12,3,3
P2_,sc,30,2857.1428571428573,694.76,297.79,180.36,92.865,35.28,21.790000000000003,13.231661764705885,7.558867647058823,4.759294117647058,12,14,9,5,12,12
P2_,sc,31,1957.983193277311,701.1700000000001,323.06,241.94,81.91000000000003,39.03,25.299999999999997,14.127060085836911,7.472918454935615,5.22341201716738,11,9,10,7,10,4
P2_,sc,32,1915.966386554622,601.26,244.87,244.82,55.845,37.965,35.795,11.988223684210531,7.143596491228072,5.464342105263164,9,9,10,5,6,6
P2_,sc,33,2983.1932773109247,662.42,283.94,170.11,77.14499999999997,25.724999999999998,20.049999999999997,10.277253521126758,5.612845070422535,4.1898873239436645,16,14,19,8,6,11
P2_,sc,34,2806.7226890756306,636.05,302.06,233.46,86.27499999999999,30.82,26.095,12.1287125748503,6.29491017964072,4.227544910179637,10,11,11,10,5,7
P2_,sc,35,2647.0588235294117,702.76,279.48,178.23000000000002,50.87,32.32,20.535000000000004,11.843460317460313,5.984206349206349,4.045460317460316,11,11,13,12,10,12
P2_,sc,36,2521.008403361345,618.8399999999999,270.08000000000004,187.99,45.260000000000005,32.225,22.735,12.067633333333337,6.4571000000000005,4.543216666666665,9,9,11,6,8,10
P2_,sc,37,2285.714285714286,666.14,307.92999999999995,197.76,63.78000000000003,61.065,26.52,11.664797794117648,6.96533088235294,4.940955882352941,10,8,10,10,8,8
P2_,sc,38,2336.1344537815125,720.28,336.25,234.25,75.32000000000002,38.635000000000005,22.675000000000004,13.49892086330935,7.629334532374096,5.132446043165466,14,11,14,8,7,6
P2_,sc,39,2781.5126050420167,594.84,300.65999999999997,197.7,58.745,44.55500000000001,36.894999999999996,11.245906344410878,6.4131570996978855,4.521782477341387,21,18,12,8,11,7
P2_,dc,40,4537.81512605042,803.59,346.68,262.64,73.055,64.39500000000001,43.09,13.843518518518522,7.078046296296291,5.65493518518518,21,20,19,17,13,16
P2_,dc,41,5394.957983193278,799.99,280.4,325.75,75.655,31.159999999999997,40.22000000000001,14.487647975077879,6.253232087227408,5.84742211838006,11,3,19,21,17,18
P2_,dc,42,4302.5210084033615,755.86,365.48,270.38,71.44,41.78,34.06,12.98310546875,7.526630859374998,5.604619140624996,18,21,13,17,20,12
P2_,dc,43,6613.445378151261,913.45,410.58,362.55,133.725,73.33,38.785,13.497642947903417,8.503252858958074,6.907566709021595,59,56,47,15,20,26
P2_,dc,44,4831.9327731092435,881.1600000000001,376.90000000000003,252.74999999999997,113.85999999999999,56.395,40.555,14.158460869565221,8.104869565217385,5.970904347826084,16,14,9,17,18,14
P2_,dc,45,4630.252100840336,864.62,276.0,280.76,96.31500000000001,55.39,27.830000000000002,15.045753176043569,7.12186932849365,5.974546279491839,22,24,27,16,10,14
P2_,dc,46,4991.596638655463,842.8900000000001,327.63,289.31,80.38000000000001,52.825,45.49999999999999,13.65578282828283,7.004318181818186,5.866313131313133,32,31,31,22,16,14
P2_,dc,47,4151.260504201681,741.21,289.49,327.03,75.89999999999999,35.615,27.590000000000003,14.121214574898787,7.449686234817812,6.2431983805668025,22,18,36,16,17,15
P2_,dc,48,4621.848739495798,698.4200000000001,351.8,301.57,61.22,51.39000000000001,30.884999999999994,13.73546363636363,7.385227272727277,5.949554545454549,23,20,26,12,14,15
P2_,dc,49,4478.991596638655,819.8199999999999,386.9,255.67000000000002,72.54,84.87,45.870000000000005,14.157373358348973,8.052279549718577,5.868874296435272,20,21,31,16,9,12
P2_,dc,50,4084.0336134453783,859.4300000000001,306.09000000000003,333.68,89.38499999999999,30.27499999999999,39.33500000000001,16.020051440329212,7.695123456790118,7.1108950617284,20,19,28,15,18,19
P2_,dc,51,3924.36974789916,712.28,313.96999999999997,243.9,71.56500000000001,36.775,31.13,13.948083511777313,7.419946466809421,6.115117773019274,21,17,16,11,16,16
P2_,dc,52,3941.1764705882356,641.54,270.87,295.77000000000004,76.755,35.614999999999995,27.740000000000002,13.200170575692962,7.470149253731344,6.250852878464817,28,18,20,12,11,13
P2_,dc,53,4033.6134453781515,897.71,314.58000000000004,296.63,83.16,41.900000000000006,37.69,15.628677083333352,8.044135416666666,6.555062499999999,18,19,22,12,10,11
P2_,dc,54,3554.621848739496,763.79,308.1,225.65,96.25500000000002,40.709999999999994,28.750000000000004,14.890721040189131,8.379420803782505,6.14258865248227,14,9,16,13,11,8
P2_,dc,55,4966.3865546218485,888.9100000000001,309.08000000000004,318.71999999999997,76.10999999999999,39.36999999999999,35.769999999999996,14.125262267343487,7.238730964467009,6.021632825719116,18,27,26,19,19,18
P2_,dc,56,4857.142857142858,995.0,352.53999999999996,308.84000000000003,80.13499999999999,29.049999999999997,30.395000000000003,15.80416089965398,6.946652249134951,6.3055709342560595,30,28,22,16,14,12
P2_,dc,57,3924.36974789916,721.56,317.81,276.86,79.07000000000002,42.785,30.18,13.369175588865104,6.861702355460393,6.172430406852252,16,16,19,15,7,14
P2_,dc,58,4134.453781512605,807.8,391.35,285.28,94.97000000000001,49.135,48.675000000000004,16.075416666666683,8.49844512195122,6.755274390243903,24,21,25,13,13,12
P2_,dc,59,4546.218487394958,763.74,269.53,244.2,81.63000000000002,36.07,27.924999999999997,12.96507393715341,7.113031423290206,4.994408502772638,19,20,22,17,14,15
