7.93	0.49	2.44
8.12	1.34	2.93
7.08	2.08	3.78
5.68	2.69	4.33
5.25	3.36	4.64
6.29	4.33	4.94
7.69	5.19	5.55
8.91	5.07	6.47
11.90	3.23	7.81
17.21	0.37	9.46
31.62	-4.64	10.07
38.09	-7.93	6.23
32.96	-11.17	0.55
20.63	-13.18	-0.37
10.74	-13.92	5.07
6.23	-16.54	9.64
2.26	-25.09	10.13
-12.27	-38.82	10.62
-51.27	-60.12	17.52
-56.70	-60.06	17.21
-52.80	-53.89	14.40
-49.74	-48.40	13.61
-52.12	-48.22	16.60
-57.25	-53.10	21.61
-62.56	-60.30	26.61
-67.14	-67.32	30.46
-72.69	-73.49	32.47
-81.05	-78.86	31.80
-91.55	-83.86	28.14
-103.39	-87.95	22.71
-113.10	-90.21	18.31
-113.16	-91.19	16.97
-102.23	-92.41	17.70
-89.78	-94.67	18.55
-80.81	-97.05	18.25
-69.27	-96.74	16.11
-45.96	-92.83	13.49
-13.37	-86.98	11.72
8.67	-80.02	10.68
12.15	-74.28	10.25
10.68	-73.06	10.07
12.45	-75.68	8.97
13.43	-79.04	6.23
10.01	-82.64	1.77
-18.31	-88.50	-7.08
-38.94	-85.57	-5.00
-56.58	-78.06	1.71
-66.41	-69.40	8.54
-65.80	-61.83	11.90
-56.70	-54.02	11.90
-44.74	-44.98	9.46
-33.20	-37.66	4.03
-24.96	-34.00	-1.83
-23.01	-22.89	-4.33
-23.44	-14.71	-4.76
-23.62	-10.07	-5.62
-24.78	-11.54	-5.55
-25.51	-21.67	-4.21
-20.45	-20.20	-5.13
-14.04	-13.37	-6.71
-9.22	-5.13	-8.06
0.92	6.16	-9.77
7.26	7.63	-10.13
10.50	5.86	-9.70
8.12	3.60	-7.75
1.40	1.46	-6.16
-4.94	-2.26	-6.65
-8.61	-6.23	-7.45
-10.07	-7.75	-6.96
-9.95	-6.23	-5.55
-7.93	-2.44	-4.03
-4.09	2.20	-2.87
-0.06	5.92	-2.75
2.62	7.32	-3.48
4.46	6.29	-4.70
5.92	3.91	-6.10
7.02	1.46	-7.39
7.39	0.18	-8.79
7.14	-0.31	-10.68
5.92	-1.28	-12.15
-0.18	-4.88	-7.69
-1.22	-6.71	-2.69
1.04	-8.85	0.73
4.76	-9.95	1.71
6.71	-9.52	1.28
4.94	-8.85	1.34
-0.24	-9.34	2.50
-6.53	-13.00	4.39
-11.78	-19.47	7.20
-14.34	-25.45	9.28
-13.31	-29.48	6.59
-12.21	-31.25	-0.67
-14.28	-31.01	-6.35
-16.78	-29.17	-6.71
-18.25	-22.71	-1.59
-19.29	-21.97	0.06
-19.71	-21.67	0.24
-19.17	-21.00	-1.77
-17.40	-20.45	-6.35
-13.98	-18.98	-12.15
-9.64	-14.89	-15.01
-5.68	-9.70	-13.18
-2.93	-6.47	-9.58
-2.81	-5.07	-6.35
-5.86	-4.52	-4.09
-14.10	-6.71	-2.93
-14.28	-7.51	-4.15
-12.33	-6.16	-5.25
-4.39	1.28	-3.78
0.43	5.31	-3.72
2.44	6.77	-4.33
0.98	5.62	-4.76
-3.54	2.87	-5.07
-18.80	-3.42	-7.51
-23.56	-4.76	-10.01
-25.57	-4.64	-12.76
-26.61	-4.94	-13.37
-25.27	-5.68	-12.27
-20.75	-5.62	-11.60
-14.77	-4.58	-11.66
-9.28	-2.50	-12.08
-5.00	1.10	-12.27
-1.95	6.16	-12.15
0.12	11.84	-13.18
1.77	16.97	-15.56
4.33	19.90	-16.60
8.61	19.04	-16.17
13.55	16.91	-14.89
15.75	15.56	-11.11
12.33	11.35	-8.36
4.27	3.60	-9.09
-3.36	-2.32	-10.99
-8.06	-2.81	-13.31
-9.64	1.28	-14.28
-6.23	6.77	-13.12
2.75	11.11	-11.54
13.49	13.73	-11.41
20.57	15.20	-13.06
20.45	15.56	-15.50
13.49	15.50	-17.27
4.21	16.05	-17.70
-0.73	17.82	-17.52
32.04	25.51	-20.45
135.62	70.98	-25.27
255.31	125.24	-35.83
316.04	141.17	-44.07
359.74	151.98	-50.29
386.11	162.29	-50.96
397.58	171.94	-45.90
397.46	178.28	-39.86
395.14	180.48	-36.80
398.01	179.08	-35.03
407.29	174.93	-30.40
415.77	169.68	-21.85
390.75	152.04	1.22
359.44	137.08	15.44
325.44	123.78	26.25
286.25	113.34	28.56
232.36	99.24	26.79
162.41	76.60	27.77
87.16	46.57	32.59
19.90	16.24	38.76
-31.25	-8.85	42.54
-69.09	-26.55	43.52
-136.35	-46.69	44.98
-172.61	-56.27	49.80
-210.94	-68.36	59.20
-250.31	-83.50	70.01
-291.75	-98.94	78.25
-386.11	-122.99	89.48
